District,Year-Month,Total_Precipitation_mm,Mean_Temperature_C
Kalutara,2012-03,136.30,26.72
Kalutara,2012-04,178.90,26.65
Kalutara,2012-05,118.90,27.20
Kalutara,2012-06,201.90,26.42
Kalutara,2012-07,211.20,26.42
Kalutara,2012-08,266.40,26.14
Kalutara,2012-09,240.00,26.19
Kalutara,2012-10,448.90,26.00
Kalutara,2012-11,336.20,25.97
Kalutara,2012-12,203.30,25.70
Kalutara,2013-01,108.20,26.04
Kalutara,2013-02,153.70,26.41
Kalutara,2013-03,205.40,26.78
Kalutara,2013-04,109.00,27.58
Kalutara,2013-05,327.50,26.86
Kalutara,2013-06,374.40,25.87
Kalutara,2013-07,217.40,25.99
Kalutara,2013-08,143.10,26.08
Kalutara,2013-09,277.20,25.91
Kalutara,2013-10,352.70,25.99
Kalutara,2013-11,210.00,25.92
Kalutara,2013-12,120.90,25.72
Kalutara,2014-01,36.60,26.28
Kalutara,2014-02,13.40,27.09
Kalutara,2014-03,72.90,28.06
Kalutara,2014-04,269.60,27.13
Kalutara,2014-05,257.10,27.05
Kalutara,2014-06,177.50,26.98
Kalutara,2014-07,166.70,26.57
Kalutara,2014-08,254.80,25.96
Kalutara,2014-09,269.70,26.00
Kalutara,2014-10,576.30,25.78
Kalutara,2014-11,309.50,25.66
Kalutara,2014-12,466.10,25.35
Kalutara,2015-01,35.80,26.18
Kalutara,2015-02,81.20,26.25
Kalutara,2015-03,146.60,27.08
Kalutara,2015-04,269.30,27.03
Kalutara,2015-05,264.10,27.06
Kalutara,2015-06,239.00,26.87
Kalutara,2015-07,209.30,26.69
Kalutara,2015-08,182.60,26.51
Kalutara,2015-09,340.00,26.14
Kalutara,2015-10,581.60,26.12
Kalutara,2015-11,334.90,26.00
Kalutara,2015-12,295.70,26.22
Kalutara,2016-01,36.00,26.87
Kalutara,2016-02,58.20,27.44
Kalutara,2016-03,43.30,28.42
Kalutara,2016-04,103.00,28.55
Kalutara,2016-05,723.30,27.10
Kalutara,2016-06,225.00,26.84
Kalutara,2016-07,192.30,26.46
Kalutara,2016-08,136.30,26.52
Kalutara,2016-09,132.50,26.24
Kalutara,2016-10,138.00,26.39
Kalutara,2016-11,377.90,25.87
Kalutara,2016-12,68.70,26.08
Kalutara,2017-01,119.30,25.60
Kalutara,2017-02,49.70,25.91
Kalutara,2017-03,114.20,26.61
Kalutara,2017-04,128.80,27.64
Kalutara,2017-05,351.90,27.30
Kalutara,2017-06,296.10,26.92
Kalutara,2017-07,229.10,27.33
Kalutara,2017-08,273.90,26.81
Kalutara,2017-09,317.30,26.52
Kalutara,2017-10,356.00,26.38
Kalutara,2017-11,471.00,25.70
Kalutara,2017-12,151.60,25.70
Kalutara,2018-01,35.60,25.86
Kalutara,2018-02,93.00,26.37
Kalutara,2018-03,164.70,26.67
Kalutara,2018-04,194.40,26.83
Kalutara,2018-05,534.40,26.58
Kalutara,2018-06,324.60,26.79
Kalutara,2018-07,161.70,26.62
Kalutara,2018-08,101.50,26.33
Kalutara,2018-09,140.30,26.67
Kalutara,2018-10,324.00,25.77
Kalutara,2018-11,317.00,25.74
Kalutara,2018-12,71.20,25.73
Kalutara,2019-01,39.30,25.81
Kalutara,2019-02,102.50,26.62
Kalutara,2019-03,68.60,27.22
Kalutara,2019-04,133.90,27.92
Kalutara,2019-05,180.10,27.73
Kalutara,2019-06,277.00,27.75
Kalutara,2019-07,187.70,27.19
Kalutara,2019-08,417.70,26.52
Kalutara,2019-09,353.40,26.17
Kalutara,2019-10,448.70,25.56
Kalutara,2019-11,302.00,25.86
Kalutara,2019-12,172.10,25.94
Kalutara,2020-01,28.80,26.57
Kalutara,2020-02,36.80,27.23
Kalutara,2020-03,60.50,27.74
Kalutara,2020-04,158.50,27.56
Kalutara,2020-05,307.60,27.58
Kalutara,2020-06,251.90,27.42
Kalutara,2020-07,261.00,26.85
Kalutara,2020-08,160.30,26.89
Kalutara,2020-09,348.40,26.25
Kalutara,2020-10,112.90,26.88
Kalutara,2020-11,256.40,26.21
Kalutara,2020-12,183.70,25.79
Kalutara,2021-01,259.90,25.41
Kalutara,2021-02,34.30,26.38
Kalutara,2021-03,226.80,26.40
Kalutara,2021-04,97.60,27.17
Kalutara,2021-05,391.70,27.23
Kalutara,2021-06,239.90,26.98
Kalutara,2021-07,283.30,26.89
Kalutara,2021-08,253.90,26.47
Kalutara,2021-09,252.60,26.68
Kalutara,2021-10,298.70,26.36
Kalutara,2021-11,494.50,25.49
Kalutara,2021-12,85.40,25.70
Kalutara,2022-01,76.00,25.69
Kalutara,2022-02,73.40,26.14
Kalutara,2022-03,85.60,26.79
Kalutara,2022-04,221.50,26.54
Kalutara,2022-05,594.80,26.74
Kalutara,2022-06,316.50,26.57
Kalutara,2022-07,156.30,26.64
Kalutara,2022-08,312.20,26.24
Kalutara,2022-09,184.70,26.31
Kalutara,2022-10,409.10,25.77
Kalutara,2022-11,231.00,25.40
Kalutara,2022-12,146.50,25.29
Kalutara,2023-01,74.20,25.00
Kalutara,2023-02,86.40,25.60
Kalutara,2023-03,140.40,26.28
Kalutara,2023-04,150.60,26.98
Kalutara,2023-05,243.70,27.14
Kalutara,2023-06,347.20,26.90
Kalutara,2023-07,228.00,26.85
Kalutara,2023-08,157.70,27.09
Kalutara,2023-09,586.20,25.94
Kalutara,2023-10,616.70,25.58
Kalutara,2023-11,567.40,25.60
Kalutara,2023-12,332.50,25.84
Kalutara,2024-01,151.90,26.06
Kalutara,2024-02,41.20,27.43
Kalutara,2024-03,56.50,28.00
Kalutara,2024-04,184.30,27.89
Kalutara,2024-05,615.50,27.56
Kalutara,2024-06,114.90,26.93
Polonnaruwa,2010-01,47.90,24.71
Polonnaruwa,2010-02,11.80,25.54
Polonnaruwa,2010-03,87.00,27.79
Polonnaruwa,2010-04,99.70,28.39
Polonnaruwa,2010-05,56.60,28.65
Polonnaruwa,2010-06,20.90,29.06
Polonnaruwa,2010-07,39.40,28.40
Polonnaruwa,2010-08,81.30,28.17
Polonnaruwa,2010-09,81.80,27.75
Polonnaruwa,2010-10,114.50,27.28
Polonnaruwa,2010-11,307.50,25.39
Polonnaruwa,2010-12,567.00,24.14
Polonnaruwa,2011-01,570.20,23.57
Polonnaruwa,2011-02,508.30,24.65
Polonnaruwa,2011-03,64.20,26.05
Polonnaruwa,2011-04,201.10,27.21
Polonnaruwa,2011-05,12.20,28.91
Polonnaruwa,2011-06,7.60,29.43
Polonnaruwa,2011-07,14.60,28.90
Polonnaruwa,2011-08,33.50,28.75
Polonnaruwa,2011-09,15.30,29.13
Polonnaruwa,2011-10,225.00,27.18
Polonnaruwa,2011-11,181.50,25.24
Polonnaruwa,2011-12,230.70,24.75
Polonnaruwa,2012-01,34.70,24.30
Polonnaruwa,2012-02,58.20,24.97
Polonnaruwa,2012-03,27.00,27.18
Polonnaruwa,2012-04,107.30,27.45
Polonnaruwa,2012-05,5.40,29.79
Polonnaruwa,2012-06,5.90,29.33
Polonnaruwa,2012-07,38.90,28.93
Polonnaruwa,2012-08,15.00,29.18
Polonnaruwa,2012-09,23.10,29.23
Polonnaruwa,2012-10,375.30,26.75
Polonnaruwa,2012-11,268.60,25.44
Polonnaruwa,2012-12,279.60,24.51
Polonnaruwa,2013-01,219.20,24.36
Polonnaruwa,2013-02,88.90,25.07
Polonnaruwa,2013-03,98.90,26.27
Polonnaruwa,2013-04,52.40,28.62
Polonnaruwa,2013-05,40.20,29.03
Polonnaruwa,2013-06,21.00,27.97
Polonnaruwa,2013-07,22.60,28.30
Polonnaruwa,2013-08,42.30,28.64
Polonnaruwa,2013-09,20.50,28.07
Polonnaruwa,2013-10,107.00,27.93
Polonnaruwa,2013-11,101.50,25.53
Polonnaruwa,2013-12,149.30,24.46
Polonnaruwa,2014-01,256.60,24.02
Polonnaruwa,2014-02,12.20,24.80
Polonnaruwa,2014-03,24.00,26.47
Polonnaruwa,2014-04,79.70,28.66
Polonnaruwa,2014-05,149.40,28.11
Polonnaruwa,2014-06,5.20,29.46
Polonnaruwa,2014-07,3.00,29.12
Polonnaruwa,2014-08,20.90,28.48
Polonnaruwa,2014-09,69.00,28.59
Polonnaruwa,2014-10,214.00,26.52
Polonnaruwa,2014-11,317.90,25.11
Polonnaruwa,2014-12,587.10,24.39
Polonnaruwa,2015-01,24.10,24.75
Polonnaruwa,2015-02,90.50,24.53
Polonnaruwa,2015-03,72.80,25.85
Polonnaruwa,2015-04,91.50,27.38
Polonnaruwa,2015-05,151.70,27.98
Polonnaruwa,2015-06,12.30,29.16
Polonnaruwa,2015-07,9.10,29.14
Polonnaruwa,2015-08,41.00,29.05
Polonnaruwa,2015-09,103.20,28.22
Polonnaruwa,2015-10,298.30,26.49
Polonnaruwa,2015-11,325.70,25.36
Polonnaruwa,2015-12,214.60,25.14
Polonnaruwa,2016-01,39.20,25.15
Polonnaruwa,2016-02,36.10,25.92
Polonnaruwa,2016-03,29.60,27.54
Polonnaruwa,2016-04,22.70,29.88
Polonnaruwa,2016-05,255.30,28.14
Polonnaruwa,2016-06,7.40,28.72
Polonnaruwa,2016-07,25.30,28.89
Polonnaruwa,2016-08,24.40,29.01
Polonnaruwa,2016-09,7.40,29.14
Polonnaruwa,2016-10,83.70,28.91
Polonnaruwa,2016-11,168.10,25.52
Polonnaruwa,2016-12,72.70,25.17
Polonnaruwa,2017-01,196.10,24.27
Polonnaruwa,2017-02,71.90,24.78
Polonnaruwa,2017-03,194.50,26.54
Polonnaruwa,2017-04,30.10,29.66
Polonnaruwa,2017-05,127.40,29.41
Polonnaruwa,2017-06,24.00,29.72
Polonnaruwa,2017-07,28.30,30.11
Polonnaruwa,2017-08,39.80,29.36
Polonnaruwa,2017-09,82.60,28.51
Polonnaruwa,2017-10,264.50,28.01
Polonnaruwa,2017-11,374.20,25.56
Polonnaruwa,2017-12,116.20,25.18
Polonnaruwa,2018-01,73.80,24.31
Polonnaruwa,2018-02,69.80,24.97
Polonnaruwa,2018-03,91.70,26.55
Polonnaruwa,2018-04,129.50,27.61
Polonnaruwa,2018-05,262.30,27.72
Polonnaruwa,2018-06,13.40,28.94
Polonnaruwa,2018-07,8.20,29.24
Polonnaruwa,2018-08,16.10,28.86
Polonnaruwa,2018-09,168.00,28.89
Polonnaruwa,2018-10,417.30,26.04
Polonnaruwa,2018-11,483.60,25.49
Polonnaruwa,2018-12,139.70,25.11
Polonnaruwa,2019-01,52.20,24.71
Polonnaruwa,2019-02,113.40,25.80
Polonnaruwa,2019-03,12.70,27.67
Polonnaruwa,2019-04,65.80,28.78
Polonnaruwa,2019-05,20.20,30.61
Polonnaruwa,2019-06,11.30,30.58
Polonnaruwa,2019-07,11.80,30.19
Polonnaruwa,2019-08,18.80,29.21
Polonnaruwa,2019-09,142.40,28.79
Polonnaruwa,2019-10,295.10,26.03
Polonnaruwa,2019-11,260.80,26.10
Polonnaruwa,2019-12,346.00,25.16
Polonnaruwa,2020-01,59.30,25.36
Polonnaruwa,2020-02,46.70,25.90
Polonnaruwa,2020-03,7.60,27.89
Polonnaruwa,2020-04,78.10,28.80
Polonnaruwa,2020-05,102.50,29.26
Polonnaruwa,2020-06,26.60,29.89
Polonnaruwa,2020-07,88.60,28.85
Polonnaruwa,2020-08,12.20,29.63
Polonnaruwa,2020-09,44.10,28.36
Polonnaruwa,2020-10,55.70,28.86
Polonnaruwa,2020-11,210.90,26.30
Polonnaruwa,2020-12,438.30,25.10
Polonnaruwa,2021-01,362.40,24.87
Polonnaruwa,2021-02,62.00,25.20
Polonnaruwa,2021-03,88.70,26.62
Polonnaruwa,2021-04,101.90,28.09
Polonnaruwa,2021-05,135.40,28.06
Polonnaruwa,2021-06,20.90,29.03
Polonnaruwa,2021-07,42.70,29.26
Polonnaruwa,2021-08,37.40,28.96
Polonnaruwa,2021-09,86.80,29.07
Polonnaruwa,2021-10,215.80,27.32
Polonnaruwa,2021-11,320.10,25.66
Polonnaruwa,2021-12,140.40,25.38
Polonnaruwa,2022-01,123.10,24.96
Polonnaruwa,2022-02,127.50,25.29
Polonnaruwa,2022-03,63.20,26.86
Polonnaruwa,2022-04,231.70,26.86
Polonnaruwa,2022-05,30.30,28.86
Polonnaruwa,2022-06,34.60,28.95
Polonnaruwa,2022-07,82.40,28.58
Polonnaruwa,2022-08,73.30,27.99
Polonnaruwa,2022-09,33.20,28.40
Polonnaruwa,2022-10,272.10,26.60
Polonnaruwa,2022-11,233.30,25.41
Polonnaruwa,2022-12,256.90,24.78
Polonnaruwa,2023-01,150.60,24.23
Polonnaruwa,2023-02,127.50,24.95
Polonnaruwa,2023-03,105.70,26.44
Polonnaruwa,2023-04,124.20,28.05
Polonnaruwa,2023-05,135.80,28.59
Polonnaruwa,2023-06,24.50,30.33
Polonnaruwa,2023-07,17.20,29.94
Polonnaruwa,2023-08,49.10,30.60
Polonnaruwa,2023-09,87.40,28.70
Polonnaruwa,2023-10,348.00,26.52
Polonnaruwa,2023-11,536.70,25.56
Polonnaruwa,2023-12,415.00,25.40
Polonnaruwa,2024-01,216.80,25.12
Polonnaruwa,2024-02,39.30,26.47
Polonnaruwa,2024-03,45.70,27.71
Polonnaruwa,2024-04,55.60,29.77
Polonnaruwa,2024-05,210.00,29.18
Polonnaruwa,2024-06,22.10,28.89
Badulla,2010-01,101.30,21.30
Badulla,2010-02,16.90,22.29
Badulla,2010-03,104.30,23.89
Badulla,2010-04,194.30,24.48
Badulla,2010-05,209.10,24.89
Badulla,2010-06,112.90,24.84
Badulla,2010-07,80.30,24.70
Badulla,2010-08,66.20,25.20
Badulla,2010-09,187.80,24.64
Badulla,2010-10,141.40,23.71
Badulla,2010-11,407.40,22.10
Badulla,2010-12,408.90,21.16
Badulla,2011-01,628.70,20.52
Badulla,2011-02,270.40,21.43
Badulla,2011-03,157.70,22.53
Badulla,2011-04,207.80,23.33
Badulla,2011-05,70.80,24.57
Badulla,2011-06,5.20,25.91
Badulla,2011-07,16.40,26.02
Badulla,2011-08,59.80,25.04
Badulla,2011-09,54.10,25.34
Badulla,2011-10,256.10,23.58
Badulla,2011-11,223.20,21.93
Badulla,2011-12,372.50,21.32
Badulla,2012-01,45.90,20.98
Badulla,2012-02,69.90,21.56
Badulla,2012-03,97.60,23.41
Badulla,2012-04,237.10,23.42
Badulla,2012-05,23.80,26.13
Badulla,2012-06,16.80,26.65
Badulla,2012-07,70.90,26.01
Badulla,2012-08,50.90,25.55
Badulla,2012-09,80.80,24.97
Badulla,2012-10,448.50,23.19
Badulla,2012-11,454.50,22.27
Badulla,2012-12,214.90,21.37
Badulla,2013-01,319.30,20.94
Badulla,2013-02,130.90,21.66
Badulla,2013-03,157.50,22.77
Badulla,2013-04,140.00,24.24
Badulla,2013-05,128.50,24.81
Badulla,2013-06,65.60,24.67
Badulla,2013-07,34.70,25.05
Badulla,2013-08,43.10,25.54
Badulla,2013-09,30.00,24.23
Badulla,2013-10,168.00,24.53
Badulla,2013-11,265.20,22.29
Badulla,2013-12,231.50,21.02
Badulla,2014-01,119.20,20.80
Badulla,2014-02,51.80,21.42
Badulla,2014-03,40.40,22.51
Badulla,2014-04,128.10,24.14
Badulla,2014-05,105.20,24.22
Badulla,2014-06,16.60,25.57
Badulla,2014-07,4.50,26.14
Badulla,2014-08,50.70,24.67
Badulla,2014-09,59.80,24.23
Badulla,2014-10,430.80,22.78
Badulla,2014-11,345.70,21.93
Badulla,2014-12,616.50,21.42
Badulla,2015-01,41.10,21.32
Badulla,2015-02,157.20,21.20
Badulla,2015-03,76.50,22.52
Badulla,2015-04,422.40,23.34
Badulla,2015-05,257.70,24.15
Badulla,2015-06,51.50,24.50
Badulla,2015-07,19.40,25.42
Badulla,2015-08,104.40,25.34
Badulla,2015-09,152.70,24.15
Badulla,2015-10,435.90,22.80
Badulla,2015-11,302.70,22.23
Badulla,2015-12,209.10,21.91
Badulla,2016-01,32.50,21.76
Badulla,2016-02,47.00,22.34
Badulla,2016-03,60.80,24.06
Badulla,2016-04,97.10,25.51
Badulla,2016-05,313.60,24.74
Badulla,2016-06,16.00,25.33
Badulla,2016-07,61.40,25.38
Badulla,2016-08,24.90,25.45
Badulla,2016-09,14.40,26.23
Badulla,2016-10,190.40,25.64
Badulla,2016-11,301.20,22.37
Badulla,2016-12,103.60,22.16
Badulla,2017-01,243.40,20.27
Badulla,2017-02,92.50,20.90
Badulla,2017-03,90.20,22.43
Badulla,2017-04,50.60,24.33
Badulla,2017-05,85.70,25.39
Badulla,2017-06,82.80,25.66
Badulla,2017-07,82.40,26.10
Badulla,2017-08,85.90,25.11
Badulla,2017-09,129.00,24.03
Badulla,2017-10,249.40,23.78
Badulla,2017-11,471.10,21.84
Badulla,2017-12,143.80,21.33
Badulla,2018-01,95.60,20.27
Badulla,2018-02,196.80,21.10
Badulla,2018-03,138.10,22.43
Badulla,2018-04,109.70,22.97
Badulla,2018-05,254.50,23.51
Badulla,2018-06,92.50,24.32
Badulla,2018-07,81.80,24.37
Badulla,2018-08,59.60,24.48
Badulla,2018-09,192.40,24.54
Badulla,2018-10,464.40,22.42
Badulla,2018-11,382.20,21.92
Badulla,2018-12,178.30,21.19
Badulla,2019-01,198.80,20.58
Badulla,2019-02,180.80,21.93
Badulla,2019-03,86.10,22.42
Badulla,2019-04,154.00,23.88
Badulla,2019-05,54.40,25.15
Badulla,2019-06,56.70,25.91
Badulla,2019-07,39.60,25.54
Badulla,2019-08,112.00,24.95
Badulla,2019-09,240.20,23.84
Badulla,2019-10,459.40,22.28
Badulla,2019-11,247.70,22.26
Badulla,2019-12,546.30,21.70
Badulla,2020-01,112.70,21.28
Badulla,2020-02,142.90,21.53
Badulla,2020-03,37.80,23.08
Badulla,2020-04,125.00,23.73
Badulla,2020-05,143.30,24.64
Badulla,2020-06,61.50,24.93
Badulla,2020-07,158.90,24.29
Badulla,2020-08,64.30,24.90
Badulla,2020-09,161.60,23.85
Badulla,2020-10,34.90,24.29
Badulla,2020-11,283.40,22.52
Badulla,2020-12,587.10,21.67
Badulla,2021-01,470.80,21.30
Badulla,2021-02,131.30,21.33
Badulla,2021-03,169.50,22.06
Badulla,2021-04,228.50,23.20
Badulla,2021-05,189.50,23.86
Badulla,2021-06,164.30,23.73
Badulla,2021-07,105.30,24.09
Badulla,2021-08,190.00,23.95
Badulla,2021-09,173.90,23.83
Badulla,2021-10,272.50,23.05
Badulla,2021-11,371.80,22.16
Badulla,2021-12,176.80,21.36
Badulla,2022-01,157.50,21.06
Badulla,2022-02,109.10,21.15
Badulla,2022-03,66.80,22.46
Badulla,2022-04,251.30,22.71
Badulla,2022-05,140.40,24.66
Badulla,2022-06,155.80,23.93
Badulla,2022-07,98.70,24.22
Badulla,2022-08,168.70,23.88
Badulla,2022-09,134.40,23.60
Badulla,2022-10,280.70,22.76
Badulla,2022-11,249.40,21.51
Badulla,2022-12,237.60,20.98
Badulla,2023-01,198.50,20.10
Badulla,2023-02,190.70,21.04
Badulla,2023-03,127.10,22.08
Badulla,2023-04,130.90,23.05
Badulla,2023-05,111.00,24.09
Badulla,2023-06,154.40,25.03
Badulla,2023-07,87.30,25.02
Badulla,2023-08,114.60,25.59
Badulla,2023-09,200.80,24.02
Badulla,2023-10,390.30,23.02
Badulla,2023-11,472.60,22.61
Badulla,2023-12,413.70,22.37
Badulla,2024-01,249.60,21.68
Badulla,2024-02,106.30,22.37
Badulla,2024-03,80.80,23.40
Badulla,2024-04,112.00,24.64
Badulla,2024-05,205.50,25.53
Badulla,2024-06,31.90,25.16
Moneragala,2010-01,106.30,24.05
Moneragala,2010-02,24.30,24.57
Moneragala,2010-03,56.90,26.33
Moneragala,2010-04,143.70,26.63
Moneragala,2010-05,121.50,26.98
Moneragala,2010-06,98.60,27.29
Moneragala,2010-07,44.50,27.24
Moneragala,2010-08,102.70,27.44
Moneragala,2010-09,208.90,26.63
Moneragala,2010-10,162.10,26.26
Moneragala,2010-11,412.10,24.53
Moneragala,2010-12,441.70,23.70
Moneragala,2011-01,421.10,23.23
Moneragala,2011-02,353.40,23.96
Moneragala,2011-03,86.30,24.88
Moneragala,2011-04,182.80,25.40
Moneragala,2011-05,53.20,26.99
Moneragala,2011-06,20.70,28.14
Moneragala,2011-07,78.20,27.55
Moneragala,2011-08,90.70,27.06
Moneragala,2011-09,67.80,27.32
Moneragala,2011-10,271.60,25.96
Moneragala,2011-11,223.50,24.50
Moneragala,2011-12,449.20,23.99
Moneragala,2012-01,49.20,23.73
Moneragala,2012-02,94.30,24.23
Moneragala,2012-03,62.40,25.83
Moneragala,2012-04,136.60,25.60
Moneragala,2012-05,9.80,28.28
Moneragala,2012-06,25.20,29.03
Moneragala,2012-07,45.00,28.50
Moneragala,2012-08,73.20,28.62
Moneragala,2012-09,72.50,27.80
Moneragala,2012-10,278.20,26.11
Moneragala,2012-11,232.10,24.88
Moneragala,2012-12,270.40,23.86
Moneragala,2013-01,481.90,23.52
Moneragala,2013-02,120.60,24.26
Moneragala,2013-03,142.60,25.15
Moneragala,2013-04,61.00,26.67
Moneragala,2013-05,107.20,27.13
Moneragala,2013-06,90.20,26.89
Moneragala,2013-07,91.20,27.02
Moneragala,2013-08,69.30,27.35
Moneragala,2013-09,62.60,27.05
Moneragala,2013-10,176.10,26.66
Moneragala,2013-11,93.90,24.76
Moneragala,2013-12,297.70,23.78
Moneragala,2014-01,198.50,23.64
Moneragala,2014-02,31.40,24.05
Moneragala,2014-03,44.80,25.52
Moneragala,2014-04,93.50,26.63
Moneragala,2014-05,166.30,27.06
Moneragala,2014-06,82.10,28.24
Moneragala,2014-07,40.20,28.31
Moneragala,2014-08,121.40,27.13
Moneragala,2014-09,131.70,27.29
Moneragala,2014-10,308.60,25.28
Moneragala,2014-11,416.80,24.42
Moneragala,2014-12,675.20,23.95
Moneragala,2015-01,43.20,24.10
Moneragala,2015-02,131.70,23.88
Moneragala,2015-03,96.70,24.72
Moneragala,2015-04,159.70,25.52
Moneragala,2015-05,181.80,26.52
Moneragala,2015-06,110.20,27.32
Moneragala,2015-07,39.50,27.93
Moneragala,2015-08,84.70,27.62
Moneragala,2015-09,135.50,27.05
Moneragala,2015-10,560.60,25.51
Moneragala,2015-11,290.70,24.81
Moneragala,2015-12,327.30,24.45
Moneragala,2016-01,33.30,24.53
Moneragala,2016-02,49.60,25.17
Moneragala,2016-03,51.80,26.55
Moneragala,2016-04,55.00,27.48
Moneragala,2016-05,268.20,26.79
Moneragala,2016-06,26.90,27.94
Moneragala,2016-07,60.10,28.42
Moneragala,2016-08,55.70,28.12
Moneragala,2016-09,27.40,28.21
Moneragala,2016-10,127.50,27.63
Moneragala,2016-11,211.80,24.78
Moneragala,2016-12,71.90,24.50
Moneragala,2017-01,119.30,24.79
Moneragala,2017-02,95.10,24.95
Moneragala,2017-03,157.70,25.95
Moneragala,2017-04,101.90,28.20
Moneragala,2017-05,131.70,28.41
Moneragala,2017-06,37.80,29.03
Moneragala,2017-07,49.40,29.60
Moneragala,2017-08,63.60,28.81
Moneragala,2017-09,66.90,27.81
Moneragala,2017-10,284.20,27.22
Moneragala,2017-11,428.60,24.88
Moneragala,2017-12,80.10,24.89
Moneragala,2018-01,48.80,24.73
Moneragala,2018-02,117.10,25.14
Moneragala,2018-03,165.60,25.76
Moneragala,2018-04,235.70,26.09
Moneragala,2018-05,257.00,26.10
Moneragala,2018-06,39.80,27.51
Moneragala,2018-07,50.80,28.76
Moneragala,2018-08,29.10,28.87
Moneragala,2018-09,135.40,28.24
Moneragala,2018-10,490.60,24.97
Moneragala,2018-11,450.90,24.82
Moneragala,2018-12,107.10,24.55
Moneragala,2019-01,38.00,24.83
Moneragala,2019-02,133.30,25.43
Moneragala,2019-03,62.80,26.95
Moneragala,2019-04,129.20,27.47
Moneragala,2019-05,26.50,28.94
Moneragala,2019-06,43.50,29.59
Moneragala,2019-07,14.10,29.15
Moneragala,2019-08,40.70,27.85
Moneragala,2019-09,164.90,27.04
Moneragala,2019-10,511.90,24.69
Moneragala,2019-11,318.10,24.99
Moneragala,2019-12,330.40,24.65
Moneragala,2020-01,46.30,25.03
Moneragala,2020-02,40.50,25.62
Moneragala,2020-03,22.00,27.15
Moneragala,2020-04,179.80,27.32
Moneragala,2020-05,117.80,27.45
Moneragala,2020-06,40.20,28.92
Moneragala,2020-07,98.30,27.80
Moneragala,2020-08,25.60,28.77
Moneragala,2020-09,88.60,27.70
Moneragala,2020-10,133.90,28.72
Moneragala,2020-11,370.90,25.52
Moneragala,2020-12,305.60,24.97
Moneragala,2021-01,373.60,24.40
Moneragala,2021-02,54.90,25.16
Moneragala,2021-03,140.50,25.62
Moneragala,2021-04,135.70,26.60
Moneragala,2021-05,191.40,26.81
Moneragala,2021-06,44.60,28.27
Moneragala,2021-07,67.70,28.48
Moneragala,2021-08,88.40,28.29
Moneragala,2021-09,81.10,28.17
Moneragala,2021-10,200.40,26.49
Moneragala,2021-11,398.10,24.72
Moneragala,2021-12,118.10,24.88
Moneragala,2022-01,90.30,24.69
Moneragala,2022-02,53.50,25.51
Moneragala,2022-03,96.10,26.37
Moneragala,2022-04,208.60,25.88
Moneragala,2022-05,66.90,27.60
Moneragala,2022-06,66.80,27.82
Moneragala,2022-07,125.10,27.84
Moneragala,2022-08,163.90,26.74
Moneragala,2022-09,46.70,27.27
Moneragala,2022-10,289.60,25.78
Moneragala,2022-11,276.00,24.71
Moneragala,2022-12,211.50,24.25
Moneragala,2023-01,80.90,24.22
Moneragala,2023-02,136.70,24.60
Moneragala,2023-03,129.40,25.49
Moneragala,2023-04,157.20,26.59
Moneragala,2023-05,137.20,27.20
Moneragala,2023-06,37.80,29.17
Moneragala,2023-07,59.00,28.70
Moneragala,2023-08,27.30,29.77
Moneragala,2023-09,99.10,26.94
Moneragala,2023-10,363.10,25.15
Moneragala,2023-11,530.50,24.75
Moneragala,2023-12,404.80,24.76
Moneragala,2024-01,211.80,24.79
Moneragala,2024-02,36.90,26.24
Moneragala,2024-03,76.60,27.13
Moneragala,2024-04,153.40,27.80
Moneragala,2024-05,192.00,27.64
Moneragala,2024-06,28.80,27.31
Ratnapura,2010-01,152.60,24.83
Ratnapura,2010-02,85.20,25.51
Ratnapura,2010-03,75.80,26.12
Ratnapura,2010-04,283.10,25.91
Ratnapura,2010-05,334.80,25.58
Ratnapura,2010-06,381.50,25.00
Ratnapura,2010-07,225.90,24.66
Ratnapura,2010-08,234.50,24.30
Ratnapura,2010-09,298.50,24.30
Ratnapura,2010-10,260.30,24.32
Ratnapura,2010-11,511.60,24.07
Ratnapura,2010-12,436.80,23.56
Ratnapura,2011-01,236.90,23.45
Ratnapura,2011-02,167.30,24.28
Ratnapura,2011-03,161.60,25.08
Ratnapura,2011-04,341.50,24.84
Ratnapura,2011-05,202.60,25.16
Ratnapura,2011-06,177.10,24.89
Ratnapura,2011-07,249.20,24.42
Ratnapura,2011-08,270.20,24.36
Ratnapura,2011-09,266.60,24.52
Ratnapura,2011-10,294.50,24.69
Ratnapura,2011-11,311.50,24.59
Ratnapura,2011-12,301.50,24.19
Ratnapura,2012-01,76.60,24.28
Ratnapura,2012-02,165.80,24.80
Ratnapura,2012-03,151.30,25.06
Ratnapura,2012-04,228.90,25.12
Ratnapura,2012-05,120.00,25.29
Ratnapura,2012-06,197.90,24.70
Ratnapura,2012-07,205.60,24.64
Ratnapura,2012-08,283.00,24.41
Ratnapura,2012-09,264.60,24.54
Ratnapura,2012-10,489.20,24.52
Ratnapura,2012-11,466.20,24.63
Ratnapura,2012-12,210.20,24.39
Ratnapura,2013-01,173.90,24.56
Ratnapura,2013-02,214.60,25.02
Ratnapura,2013-03,261.80,25.42
Ratnapura,2013-04,130.00,25.93
Ratnapura,2013-05,296.10,25.29
Ratnapura,2013-06,327.00,24.20
Ratnapura,2013-07,224.90,24.26
Ratnapura,2013-08,171.40,24.36
