District,Year-Month,Total_Precipitation_mm,Mean_Temperature_C
Vavuniya,2011-01,307.50,23.57
Vavuniya,2011-02,297.80,24.45
Vavuniya,2011-03,24.00,26.79
Vavuniya,2011-04,207.20,27.04
Vavuniya,2011-05,19.40,28.34
Vavuniya,2011-06,18.60,28.91
Vavuniya,2011-07,37.60,28.13
Vavuniya,2011-08,48.70,27.92
Vavuniya,2011-09,35.40,28.48
Vavuniya,2011-10,220.20,26.71
Vavuniya,2011-11,171.00,24.96
Vavuniya,2011-12,116.90,24.49
Vavuniya,2012-01,21.30,24.09
Vavuniya,2012-02,44.60,25.32
Vavuniya,2012-03,39.20,27.58
Vavuniya,2012-04,115.80,27.52
Vavuniya,2012-05,8.50,29.28
Vavuniya,2012-06,11.00,29.01
Vavuniya,2012-07,51.10,28.66
Vavuniya,2012-08,19.30,28.57
Vavuniya,2012-09,29.30,28.66
Vavuniya,2012-10,449.80,26.23
Vavuniya,2012-11,182.30,25.28
Vavuniya,2012-12,160.80,24.63
Vavuniya,2013-01,129.80,24.32
Vavuniya,2013-02,78.00,25.02
Vavuniya,2013-03,78.90,26.53
Vavuniya,2013-04,50.80,28.73
Vavuniya,2013-05,45.10,28.73
Vavuniya,2013-06,34.80,28.07
Vavuniya,2013-07,46.10,27.94
Vavuniya,2013-08,110.50,27.62
Vavuniya,2013-09,42.80,27.42
Vavuniya,2013-10,87.20,27.70
Vavuniya,2013-11,84.10,25.61
Vavuniya,2013-12,97.90,24.46
Vavuniya,2014-01,181.10,23.90
Vavuniya,2014-02,12.80,25.31
Vavuniya,2014-03,13.70,27.48
Vavuniya,2014-04,119.70,28.63
Vavuniya,2014-05,109.80,28.04
Vavuniya,2014-06,16.70,29.48
Vavuniya,2014-07,20.40,29.09
Vavuniya,2014-08,87.60,27.90
Vavuniya,2014-09,112.50,28.09
Vavuniya,2014-10,234.50,26.18
Vavuniya,2014-11,317.40,24.83
Vavuniya,2014-12,345.50,24.19
Vavuniya,2015-01,11.60,24.57
Vavuniya,2015-02,71.10,24.66
Vavuniya,2015-03,52.80,26.49
Vavuniya,2015-04,122.40,27.44
Vavuniya,2015-05,248.10,27.46
Vavuniya,2015-06,26.30,28.31
Vavuniya,2015-07,25.90,28.63
Vavuniya,2015-08,61.90,28.37
Vavuniya,2015-09,141.30,27.53
Vavuniya,2015-10,243.20,26.27
Vavuniya,2015-11,349.70,25.22
Vavuniya,2015-12,185.20,25.05
Vavuniya,2016-01,25.10,24.92
Vavuniya,2016-02,30.20,26.11
Vavuniya,2016-03,21.60,28.35
Vavuniya,2016-04,38.20,29.88
Vavuniya,2016-05,187.80,28.11
Vavuniya,2016-06,19.30,28.38
Vavuniya,2016-07,51.00,28.49
Vavuniya,2016-08,27.70,28.66
Vavuniya,2016-09,13.80,28.60
Vavuniya,2016-10,83.70,27.98
Vavuniya,2016-11,166.10,25.31
Vavuniya,2016-12,81.00,24.77
Vavuniya,2017-01,156.50,24.16
Vavuniya,2017-02,16.00,24.65
Vavuniya,2017-03,119.50,26.38
Vavuniya,2017-04,23.10,29.59
Vavuniya,2017-05,86.60,29.05
Vavuniya,2017-06,32.40,28.92
Vavuniya,2017-07,65.40,29.27
Vavuniya,2017-08,127.80,27.92
Vavuniya,2017-09,125.80,27.18
Vavuniya,2017-10,214.10,26.87
Vavuniya,2017-11,283.20,25.23
Vavuniya,2017-12,103.30,24.73
Vavuniya,2018-01,28.10,24.15
Vavuniya,2018-02,34.60,25.16
Vavuniya,2018-03,51.00,27.02
Vavuniya,2018-04,57.80,28.28
Vavuniya,2018-05,179.10,27.25
Vavuniya,2018-06,26.40,28.19
Vavuniya,2018-07,29.20,28.81
Vavuniya,2018-08,51.30,28.17
Vavuniya,2018-09,202.90,27.96
Vavuniya,2018-10,390.90,25.54
Vavuniya,2018-11,358.50,24.95
Vavuniya,2018-12,114.40,24.84
Vavuniya,2019-01,12.20,24.32
Vavuniya,2019-02,50.00,25.91
Vavuniya,2019-03,5.20,28.06
Vavuniya,2019-04,76.30,28.86
Vavuniya,2019-05,19.30,29.64
Vavuniya,2019-06,12.20,29.77
Vavuniya,2019-07,19.90,29.18
Vavuniya,2019-08,74.20,28.05
Vavuniya,2019-09,108.70,27.68
Vavuniya,2019-10,332.80,25.68
Vavuniya,2019-11,140.30,25.86
Vavuniya,2019-12,185.90,24.96
Vavuniya,2020-01,27.50,25.12
Vavuniya,2020-02,14.50,25.76
Vavuniya,2020-03,4.00,27.24
Vavuniya,2020-04,79.80,28.55
Vavuniya,2020-05,119.50,28.46
Vavuniya,2020-06,59.60,28.76
Vavuniya,2020-07,119.10,27.85
Vavuniya,2020-08,26.90,28.41
Vavuniya,2020-09,95.20,27.43
Vavuniya,2020-10,93.30,28.11
Vavuniya,2020-11,225.90,25.85
Vavuniya,2020-12,474.40,24.48
Vavuniya,2021-01,369.50,24.52
Vavuniya,2021-02,36.00,24.68
Vavuniya,2021-03,42.60,26.53
Vavuniya,2021-04,151.00,27.61
Vavuniya,2021-05,122.30,27.36
Vavuniya,2021-06,63.10,28.22
Vavuniya,2021-07,65.30,28.27
Vavuniya,2021-08,62.40,28.24
Vavuniya,2021-09,114.10,28.11
Vavuniya,2021-10,232.50,26.29
Vavuniya,2021-11,371.10,24.98
Vavuniya,2021-12,62.70,24.98
Vavuniya,2022-01,43.60,24.79
Vavuniya,2022-02,59.10,24.83
Vavuniya,2022-03,44.10,26.64
Vavuniya,2022-04,170.40,26.62
Vavuniya,2022-05,38.20,28.05
Vavuniya,2022-06,51.00,27.97
Vavuniya,2022-07,81.30,27.83
Vavuniya,2022-08,91.50,27.37
Vavuniya,2022-09,40.80,27.45
Vavuniya,2022-10,250.40,25.90
Vavuniya,2022-11,208.40,24.91
Vavuniya,2022-12,238.10,24.60
Vavuniya,2023-01,88.90,23.86
Vavuniya,2023-02,95.00,24.65
Vavuniya,2023-03,76.20,26.55
Vavuniya,2023-04,133.40,27.87
Vavuniya,2023-05,139.10,27.90
Vavuniya,2023-06,18.90,29.15
Vavuniya,2023-07,23.30,29.09
Vavuniya,2023-08,64.80,29.32
Vavuniya,2023-09,98.30,27.92
Vavuniya,2023-10,351.20,26.32
Vavuniya,2023-11,457.10,25.22
Vavuniya,2023-12,296.60,25.21
Vavuniya,2024-01,99.70,25.17
Vavuniya,2024-02,9.70,26.64
Vavuniya,2024-03,14.70,27.85
Vavuniya,2024-04,31.60,29.77
Vavuniya,2024-05,260.70,28.38
Vavuniya,2024-06,21.80,27.66
Mullaitivu,2010-01,61.10,25.74
Mullaitivu,2010-02,1.40,26.31
Mullaitivu,2010-03,16.50,27.95
Mullaitivu,2010-04,42.20,29.34
Mullaitivu,2010-05,36.20,29.58
Mullaitivu,2010-06,21.30,29.84
Mullaitivu,2010-07,17.10,29.23
Mullaitivu,2010-08,133.20,28.56
Mullaitivu,2010-09,139.70,27.80
Mullaitivu,2010-10,171.80,27.45
Mullaitivu,2010-11,322.80,25.92
Mullaitivu,2010-12,625.50,24.95
Mullaitivu,2011-01,425.70,24.65
Mullaitivu,2011-02,350.00,25.36
Mullaitivu,2011-03,20.90,26.95
Mullaitivu,2011-04,135.40,27.56
Mullaitivu,2011-05,4.10,29.29
Mullaitivu,2011-06,9.30,29.85
Mullaitivu,2011-07,54.80,28.84
Mullaitivu,2011-08,57.10,28.65
Mullaitivu,2011-09,20.30,29.29
Mullaitivu,2011-10,292.60,27.17
Mullaitivu,2011-11,292.00,25.83
Mullaitivu,2011-12,142.50,25.62
Mullaitivu,2012-01,29.90,25.16
Mullaitivu,2012-02,22.70,26.07
Mullaitivu,2012-03,7.80,27.47
Mullaitivu,2012-04,64.20,28.37
Mullaitivu,2012-05,2.60,30.11
Mullaitivu,2012-06,2.70,29.99
Mullaitivu,2012-07,31.10,29.48
Mullaitivu,2012-08,12.20,29.48
Mullaitivu,2012-09,34.90,29.40
Mullaitivu,2012-10,569.60,26.86
Mullaitivu,2012-11,155.70,26.24
Mullaitivu,2012-12,192.20,25.74
Mullaitivu,2013-01,98.60,25.65
Mullaitivu,2013-02,77.50,26.04
Mullaitivu,2013-03,56.60,27.13
Mullaitivu,2013-04,18.10,29.08
Mullaitivu,2013-05,22.70,29.82
Mullaitivu,2013-06,10.60,29.29
Mullaitivu,2013-07,22.10,28.87
Mullaitivu,2013-08,61.70,28.34
Mullaitivu,2013-09,53.80,28.23
Mullaitivu,2013-10,69.60,28.44
Mullaitivu,2013-11,170.00,26.14
Mullaitivu,2013-12,157.50,25.27
Mullaitivu,2014-01,213.80,24.87
Mullaitivu,2014-02,15.50,25.78
Mullaitivu,2014-03,7.00,27.38
Mullaitivu,2014-04,23.90,28.81
Mullaitivu,2014-05,124.80,28.93
Mullaitivu,2014-06,10.90,30.40
Mullaitivu,2014-07,10.90,29.93
Mullaitivu,2014-08,80.20,28.51
Mullaitivu,2014-09,84.90,28.70
Mullaitivu,2014-10,188.00,26.93
Mullaitivu,2014-11,338.10,25.75
Mullaitivu,2014-12,532.20,25.05
Mullaitivu,2015-01,21.40,25.55
Mullaitivu,2015-02,80.50,25.60
Mullaitivu,2015-03,23.00,27.12
Mullaitivu,2015-04,54.40,28.06
Mullaitivu,2015-05,105.20,28.52
Mullaitivu,2015-06,20.80,29.35
Mullaitivu,2015-07,18.50,29.60
Mullaitivu,2015-08,30.10,29.25
Mullaitivu,2015-09,128.20,28.33
Mullaitivu,2015-10,234.50,27.05
Mullaitivu,2015-11,416.90,25.99
Mullaitivu,2015-12,260.40,26.06
Mullaitivu,2016-01,38.80,26.13
Mullaitivu,2016-02,31.00,26.85
Mullaitivu,2016-03,11.80,28.06
Mullaitivu,2016-04,9.80,29.99
Mullaitivu,2016-05,204.90,29.13
Mullaitivu,2016-06,22.80,29.30
Mullaitivu,2016-07,47.50,29.12
Mullaitivu,2016-08,33.70,29.12
Mullaitivu,2016-09,10.40,29.23
Mullaitivu,2016-10,50.00,28.64
Mullaitivu,2016-11,198.10,26.25
Mullaitivu,2016-12,139.70,25.53
Mullaitivu,2017-01,213.80,25.28
Mullaitivu,2017-02,27.20,25.53
Mullaitivu,2017-03,118.30,26.95
Mullaitivu,2017-04,7.60,29.23
Mullaitivu,2017-05,27.10,30.02
Mullaitivu,2017-06,18.20,30.46
Mullaitivu,2017-07,51.10,30.31
Mullaitivu,2017-08,117.00,28.86
Mullaitivu,2017-09,57.60,28.56
Mullaitivu,2017-10,168.60,27.98
Mullaitivu,2017-11,466.10,26.30
Mullaitivu,2017-12,139.50,25.98
Mullaitivu,2018-01,46.20,25.26
Mullaitivu,2018-02,48.40,25.68
Mullaitivu,2018-03,47.90,27.17
Mullaitivu,2018-04,54.40,28.20
Mullaitivu,2018-05,114.10,28.16
Mullaitivu,2018-06,19.60,29.73
Mullaitivu,2018-07,52.80,29.61
Mullaitivu,2018-08,54.40,29.34
Mullaitivu,2018-09,50.50,28.49
Mullaitivu,2018-10,343.50,26.54
Mullaitivu,2018-11,378.30,26.20
Mullaitivu,2018-12,160.00,26.01
Mullaitivu,2019-01,22.80,25.65
Mullaitivu,2019-02,42.20,26.66
Mullaitivu,2019-03,4.30,27.73
Mullaitivu,2019-04,9.00,29.00
Mullaitivu,2019-05,17.50,30.55
Mullaitivu,2019-06,9.70,30.96
Mullaitivu,2019-07,20.70,29.99
Mullaitivu,2019-08,46.90,29.53
Mullaitivu,2019-09,143.30,28.51
Mullaitivu,2019-10,235.10,26.61
Mullaitivu,2019-11,174.50,26.85
Mullaitivu,2019-12,258.20,26.29
Mullaitivu,2020-01,42.00,26.45
Mullaitivu,2020-02,28.60,26.79
Mullaitivu,2020-03,9.00,27.48
Mullaitivu,2020-04,26.20,29.10
Mullaitivu,2020-05,54.60,29.57
Mullaitivu,2020-06,44.70,30.04
Mullaitivu,2020-07,81.80,28.87
Mullaitivu,2020-08,38.70,29.25
Mullaitivu,2020-09,87.40,28.60
Mullaitivu,2020-10,49.30,28.91
Mullaitivu,2020-11,332.50,26.78
Mullaitivu,2020-12,440.30,25.71
Mullaitivu,2021-01,446.00,25.69
Mullaitivu,2021-02,40.20,25.77
Mullaitivu,2021-03,29.30,27.44
Mullaitivu,2021-04,49.50,28.35
Mullaitivu,2021-05,72.10,28.78
Mullaitivu,2021-06,51.70,29.29
Mullaitivu,2021-07,44.20,29.38
Mullaitivu,2021-08,59.50,29.04
Mullaitivu,2021-09,115.60,28.75
Mullaitivu,2021-10,229.30,27.25
Mullaitivu,2021-11,431.70,26.01
Mullaitivu,2021-12,95.40,26.29
Mullaitivu,2022-01,98.50,25.67
Mullaitivu,2022-02,96.80,26.08
Mullaitivu,2022-03,19.30,27.20
Mullaitivu,2022-04,132.40,27.42
Mullaitivu,2022-05,11.60,29.31
Mullaitivu,2022-06,61.00,29.20
Mullaitivu,2022-07,45.80,28.82
Mullaitivu,2022-08,80.40,28.10
Mullaitivu,2022-09,57.00,28.17
Mullaitivu,2022-10,235.70,26.81
Mullaitivu,2022-11,204.90,26.17
Mullaitivu,2022-12,271.60,25.71
Mullaitivu,2023-01,110.00,25.41
Mullaitivu,2023-02,161.30,25.76
Mullaitivu,2023-03,43.10,27.10
Mullaitivu,2023-04,65.90,28.42
Mullaitivu,2023-05,77.40,28.78
Mullaitivu,2023-06,24.30,30.41
Mullaitivu,2023-07,24.70,30.02
Mullaitivu,2023-08,71.70,29.57
Mullaitivu,2023-09,67.90,28.92
Mullaitivu,2023-10,236.10,27.12
Mullaitivu,2023-11,513.70,26.29
Mullaitivu,2023-12,353.40,26.29
Mullaitivu,2024-01,102.50,26.72
Mullaitivu,2024-02,15.40,27.61
Mullaitivu,2024-03,23.50,28.05
Mullaitivu,2024-04,37.50,29.41
Mullaitivu,2024-05,226.00,29.28
Mullaitivu,2024-06,51.60,28.75
Batticaloa,2010-01,123.50,25.66
Batticaloa,2010-02,45.50,26.24
Batticaloa,2010-03,28.10,27.77
Batticaloa,2010-04,59.40,28.83
Batticaloa,2010-05,66.60,29.03
Batticaloa,2010-06,55.70,29.40
Batticaloa,2010-07,32.80,29.36
Batticaloa,2010-08,103.90,28.97
Batticaloa,2010-09,123.70,27.88
Batticaloa,2010-10,93.10,27.75
Batticaloa,2010-11,305.40,26.00
Batticaloa,2010-12,623.10,24.93
Batticaloa,2011-01,703.40,24.43
Batticaloa,2011-02,529.20,25.29
Batticaloa,2011-03,130.70,26.25
Batticaloa,2011-04,91.20,27.40
Batticaloa,2011-05,22.80,28.87
Batticaloa,2011-06,9.10,30.13
Batticaloa,2011-07,43.80,29.45
Batticaloa,2011-08,63.90,28.73
Batticaloa,2011-09,44.90,28.79
Batticaloa,2011-10,281.30,26.81
Batticaloa,2011-11,278.60,25.99
Batticaloa,2011-12,462.00,25.58
Batticaloa,2012-01,64.70,25.20
Batticaloa,2012-02,95.40,25.70
Batticaloa,2012-03,17.00,27.27
Batticaloa,2012-04,66.20,27.86
Batticaloa,2012-05,7.60,29.83
Batticaloa,2012-06,6.00,30.37
Batticaloa,2012-07,34.20,29.67
Batticaloa,2012-08,26.60,29.42
Batticaloa,2012-09,52.10,28.98
Batticaloa,2012-10,299.70,26.86
Batticaloa,2012-11,247.10,26.00
Batticaloa,2012-12,401.90,25.40
Batticaloa,2013-01,541.90,25.40
Batticaloa,2013-02,123.60,25.90
Batticaloa,2013-03,130.20,26.90
Batticaloa,2013-04,32.00,28.69
Batticaloa,2013-05,56.80,29.22
Batticaloa,2013-06,17.00,29.39
Batticaloa,2013-07,21.50,29.44
Batticaloa,2013-08,28.60,29.10
Batticaloa,2013-09,29.00,28.65
Batticaloa,2013-10,91.60,28.26
Batticaloa,2013-11,114.20,26.12
Batticaloa,2013-12,476.20,25.22
Batticaloa,2014-01,177.30,24.98
Batticaloa,2014-02,34.20,25.73
Batticaloa,2014-03,47.50,26.88
Batticaloa,2014-04,49.50,28.27
Batticaloa,2014-05,103.30,28.48
Batticaloa,2014-06,14.80,30.44
Batticaloa,2014-07,5.10,30.54
Batticaloa,2014-08,68.80,28.71
Batticaloa,2014-09,85.80,28.29
Batticaloa,2014-10,176.20,26.91
Batticaloa,2014-11,359.60,25.93
Batticaloa,2014-12,803.70,25.17
Batticaloa,2015-01,50.90,25.52
Batticaloa,2015-02,146.90,25.31
Batticaloa,2015-03,85.70,26.55
Batticaloa,2015-04,94.20,27.68
Batticaloa,2015-05,72.20,28.50
Batticaloa,2015-06,48.30,29.20
Batticaloa,2015-07,14.80,29.93
Batticaloa,2015-08,31.00,29.50
Batticaloa,2015-09,82.90,28.34
Batticaloa,2015-10,424.30,26.87
Batticaloa,2015-11,333.40,26.13
Batticaloa,2015-12,321.30,26.02
Batticaloa,2016-01,70.60,26.12
Batticaloa,2016-02,59.40,26.71
Batticaloa,2016-03,43.80,27.59
Batticaloa,2016-04,23.50,29.37
Batticaloa,2016-05,200.20,28.80
Batticaloa,2016-06,9.60,29.87
Batticaloa,2016-07,43.20,29.51
Batticaloa,2016-08,34.90,29.67
Batticaloa,2016-09,19.60,29.60
Batticaloa,2016-10,71.30,28.62
Batticaloa,2016-11,209.80,26.19
Batticaloa,2016-12,105.90,25.74
Batticaloa,2017-01,278.40,25.00
Batticaloa,2017-02,90.70,25.50
Batticaloa,2017-03,120.20,26.82
Batticaloa,2017-04,40.00,28.94
Batticaloa,2017-05,91.70,29.52
Batticaloa,2017-06,50.00,30.43
Batticaloa,2017-07,41.70,30.20
Batticaloa,2017-08,77.50,29.48
Batticaloa,2017-09,153.30,28.20
Batticaloa,2017-10,239.70,27.59
Batticaloa,2017-11,314.40,25.99
Batticaloa,2017-12,126.60,25.74
Batticaloa,2018-01,49.30,25.11
Batticaloa,2018-02,98.30,25.61
Batticaloa,2018-03,116.90,26.72
Batticaloa,2018-04,84.40,27.52
Batticaloa,2018-05,164.60,27.73
Batticaloa,2018-06,70.70,29.28
Batticaloa,2018-07,27.90,29.81
Batticaloa,2018-08,31.60,29.77
Batticaloa,2018-09,74.70,28.81
Batticaloa,2018-10,273.20,26.41
Batticaloa,2018-11,319.40,26.01
Batticaloa,2018-12,127.50,25.53
Batticaloa,2019-01,100.40,25.53
Batticaloa,2019-02,106.90,26.41
Batticaloa,2019-03,18.60,27.70
Batticaloa,2019-04,47.30,28.87
Batticaloa,2019-05,22.70,30.02
Batticaloa,2019-06,37.60,30.50
Batticaloa,2019-07,34.00,29.79
Batticaloa,2019-08,92.30,29.52
Batticaloa,2019-09,154.20,27.83
Batticaloa,2019-10,433.80,26.24
Batticaloa,2019-11,222.50,26.50
Batticaloa,2019-12,304.80,25.96
Batticaloa,2020-01,63.10,26.28
Batticaloa,2020-02,50.00,26.73
Batticaloa,2020-03,14.10,27.77
Batticaloa,2020-04,53.20,28.82
Batticaloa,2020-05,115.80,29.10
Batticaloa,2020-06,60.50,29.79
Batticaloa,2020-07,82.90,28.76
Batticaloa,2020-08,12.70,29.73
Batticaloa,2020-09,206.90,28.06
Batticaloa,2020-10,103.20,28.51
Batticaloa,2020-11,201.10,26.47
Batticaloa,2020-12,347.70,25.61
Batticaloa,2021-01,249.30,25.57
Batticaloa,2021-02,60.70,25.84
Batticaloa,2021-03,82.60,26.99
Batticaloa,2021-04,78.00,28.15
Batticaloa,2021-05,138.70,28.64
Batticaloa,2021-06,100.90,29.37
Batticaloa,2021-07,84.80,29.46
Batticaloa,2021-08,91.20,28.94
Batticaloa,2021-09,106.70,28.72
Batticaloa,2021-10,203.30,27.16
Batticaloa,2021-11,328.30,25.87
Batticaloa,2021-12,113.20,25.93
Batticaloa,2022-01,164.00,25.35
Batticaloa,2022-02,121.30,25.74
Batticaloa,2022-03,56.00,27.02
Batticaloa,2022-04,178.60,27.19
Batticaloa,2022-05,73.50,29.13
Batticaloa,2022-06,71.00,28.70
Batticaloa,2022-07,102.30,28.74
Batticaloa,2022-08,135.80,27.95
Batticaloa,2022-09,98.60,27.89
Batticaloa,2022-10,271.40,26.65
Batticaloa,2022-11,240.50,25.62
Batticaloa,2022-12,259.50,25.19
Batticaloa,2023-01,195.40,25.09
Batticaloa,2023-02,130.90,25.55
Batticaloa,2023-03,92.80,26.72
Batticaloa,2023-04,80.80,28.20
Batticaloa,2023-05,127.80,28.35
Batticaloa,2023-06,52.50,29.86
Batticaloa,2023-07,52.70,29.91
Batticaloa,2023-08,42.80,29.55
Batticaloa,2023-09,281.80,27.63
Batticaloa,2023-10,470.00,26.33
Batticaloa,2023-11,477.90,25.93
Batticaloa,2023-12,413.40,26.08
Batticaloa,2024-01,198.30,26.13
Batticaloa,2024-02,41.40,27.28
Batticaloa,2024-03,58.70,27.67
Batticaloa,2024-04,83.10,28.92
Batticaloa,2024-05,189.30,29.10
Batticaloa,2024-06,27.20,28.43
Ampara,2010-01,121.10,25.21
Ampara,2010-02,30.70,25.78
Ampara,2010-03,36.20,27.44
Ampara,2010-04,76.00,28.30
Ampara,2010-05,92.30,28.64
Ampara,2010-06,97.00,28.84
Ampara,2010-07,43.10,28.87
Ampara,2010-08,133.10,28.60
Ampara,2010-09,155.10,27.63
Ampara,2010-10,138.30,27.25
Ampara,2010-11,348.20,25.64
Ampara,2010-12,518.90,24.53
Ampara,2011-01,557.70,24.04
Ampara,2011-02,464.90,24.86
Ampara,2011-03,108.00,25.95
Ampara,2011-04,144.20,27.02
Ampara,2011-05,39.10,28.57
Ampara,2011-06,20.10,29.55
Ampara,2011-07,75.70,28.95
Ampara,2011-08,81.70,28.52
Ampara,2011-09,73.70,28.57
Ampara,2011-10,285.60,26.65
Ampara,2011-11,214.30,25.64
Ampara,2011-12,407.00,25.13
Ampara,2012-01,64.40,24.73
Ampara,2012-02,84.20,25.23
Ampara,2012-03,26.00,27.02
Ampara,2012-04,98.60,27.30
Ampara,2012-05,13.20,29.68
Ampara,2012-06,16.90,29.89
Ampara,2012-07,44.90,29.54
Ampara,2012-08,46.50,29.29
Ampara,2012-09,76.00,28.71
Ampara,2012-10,293.10,26.73
Ampara,2012-11,198.40,25.74
Ampara,2012-12,311.60,24.95
Ampara,2013-01,458.20,24.89
Ampara,2013-02,117.60,25.45
Ampara,2013-03,121.10,26.49
Ampara,2013-04,40.60,28.36
Ampara,2013-05,80.20,28.77
Ampara,2013-06,37.00,28.81
Ampara,2013-07,51.80,28.79
Ampara,2013-08,61.90,28.93
Ampara,2013-09,49.20,28.41
Ampara,2013-10,170.50,27.85
Ampara,2013-11,87.10,25.83
Ampara,2013-12,412.90,24.76
Ampara,2014-01,152.90,24.59
Ampara,2014-02,28.00,25.29
Ampara,2014-03,35.30,26.53
Ampara,2014-04,49.30,27.94
Ampara,2014-05,113.20,28.22
Ampara,2014-06,28.80,29.92
Ampara,2014-07,10.70,30.26
Ampara,2014-08,99.10,28.63
Ampara,2014-09,110.70,28.07
Ampara,2014-10,238.30,26.48
Ampara,2014-11,332.20,25.61
Ampara,2014-12,716.90,24.83
Ampara,2015-01,38.60,25.13
Ampara,2015-02,125.80,24.87
Ampara,2015-03,73.30,26.07
Ampara,2015-04,105.00,27.20
Ampara,2015-05,119.40,28.12
Ampara,2015-06,88.90,28.80
Ampara,2015-07,27.50,29.38
Ampara,2015-08,60.40,28.89
Ampara,2015-09,119.40,28.06
Ampara,2015-10,399.10,26.54
Ampara,2015-11,298.30,25.77
Ampara,2015-12,292.00,25.57
Ampara,2016-01,55.00,25.63
Ampara,2016-02,51.20,26.28
Ampara,2016-03,51.40,27.33
Ampara,2016-04,36.50,28.88
Ampara,2016-05,186.80,28.27
Ampara,2016-06,16.00,29.27
Ampara,2016-07,61.10,29.35
Ampara,2016-08,51.80,29.39
Ampara,2016-09,39.10,29.40
Ampara,2016-10,86.00,28.80
Ampara,2016-11,227.60,25.80
Ampara,2016-12,73.50,25.52
Ampara,2017-01,213.90,24.32
Ampara,2017-02,84.20,24.65
Ampara,2017-03,101.40,26.23
Ampara,2017-04,52.20,28.06
Ampara,2017-05,110.90,28.89
Ampara,2017-06,56.20,29.93
Ampara,2017-07,81.60,30.35
Ampara,2017-08,101.00,29.60
Ampara,2017-09,162.50,28.11
Ampara,2017-10,306.70,27.68
Ampara,2017-11,412.60,25.61
Ampara,2017-12,135.10,25.21
Ampara,2018-01,64.40,24.40
Ampara,2018-02,104.90,24.81
Ampara,2018-03,150.70,26.10
Ampara,2018-04,142.90,26.83
Ampara,2018-05,198.00,27.10
Ampara,2018-06,46.30,28.40
Ampara,2018-07,31.10,29.85
Ampara,2018-08,39.80,29.81
Ampara,2018-09,92.60,29.03
Ampara,2018-10,322.50,26.09
Ampara,2018-11,391.00,25.57
Ampara,2018-12,163.60,25.04
Ampara,2019-01,110.90,24.76
Ampara,2019-02,148.70,25.74
Ampara,2019-03,31.30,26.77
Ampara,2019-04,52.70,28.14
Ampara,2019-05,23.40,30.05
Ampara,2019-06,53.00,30.73
Ampara,2019-07,45.10,30.31
Ampara,2019-08,79.90,29.41
Ampara,2019-09,226.90,27.97
Ampara,2019-10,447.00,25.71
Ampara,2019-11,287.30,26.00
Ampara,2019-12,312.40,25.28
Ampara,2020-01,70.30,25.42
Ampara,2020-02,54.20,25.75
Ampara,2020-03,16.40,27.01
Ampara,2020-04,64.30,28.20
Ampara,2020-05,169.40,28.67
Ampara,2020-06,66.00,29.36
Ampara,2020-07,80.50,28.73
Ampara,2020-08,35.90,29.79
Ampara,2020-09,103.20,28.50
Ampara,2020-10,212.10,28.96
Ampara,2020-11,259.40,26.20
Ampara,2020-12,308.70,25.22
Ampara,2021-01,461.40,24.88
Ampara,2021-02,74.70,25.20
Ampara,2021-03,140.80,26.04
Ampara,2021-04,82.50,27.39
Ampara,2021-05,125.80,28.04
Ampara,2021-06,59.40,28.86
Ampara,2021-07,90.40,29.12
Ampara,2021-08,84.10,28.74
Ampara,2021-09,112.50,28.77
Ampara,2021-10,206.80,27.12
Ampara,2021-11,427.30,25.63
Ampara,2021-12,127.20,25.23
Ampara,2022-01,114.80,24.70
Ampara,2022-02,118.30,25.20
Ampara,2022-03,68.80,26.50
Ampara,2022-04,201.20,26.81
Ampara,2022-05,80.90,28.48
Ampara,2022-06,83.50,28.27
Ampara,2022-07,115.50,28.41
Ampara,2022-08,151.70,27.60
Ampara,2022-09,72.80,27.78
Ampara,2022-10,306.40,26.44
Ampara,2022-11,285.80,25.31
Ampara,2022-12,242.70,24.74
Ampara,2023-01,168.80,24.30
Ampara,2023-02,134.60,24.83
Ampara,2023-03,139.00,26.06
Ampara,2023-04,80.90,27.40
Ampara,2023-05,136.50,28.05
Ampara,2023-06,71.50,29.41
Ampara,2023-07,41.40,29.34
Ampara,2023-08,56.50,30.10
Ampara,2023-09,174.90,28.18
Ampara,2023-10,356.20,26.29
Ampara,2023-11,511.70,25.63
Ampara,2023-12,467.90,25.49
Ampara,2024-01,261.60,25.29
Ampara,2024-02,51.70,26.44
Ampara,2024-03,64.30,27.07
Ampara,2024-04,95.70,28.44
Ampara,2024-05,221.60,28.88
Ampara,2024-06,41.90,28.66
Trincomalee,2010-01,55.00,25.80
Trincomalee,2010-02,7.60,26.53
Trincomalee,2010-03,26.90,28.17
Trincomalee,2010-04,48.00,29.19
Trincomalee,2010-05,54.60,29.27
Trincomalee,2010-06,17.70,29.64
Trincomalee,2010-07,21.30,28.96
Trincomalee,2010-08,105.20,28.31
Trincomalee,2010-09,122.30,27.84
Trincomalee,2010-10,72.50,27.71
Trincomalee,2010-11,331.80,26.10
Trincomalee,2010-12,733.50,25.02
Trincomalee,2011-01,554.40,24.61
Trincomalee,2011-02,506.50,25.45
Trincomalee,2011-03,64.20,26.71
Trincomalee,2011-04,161.80,27.57
Trincomalee,2011-05,11.50,29.26
Trincomalee,2011-06,8.10,29.71
Trincomalee,2011-07,31.90,28.92
Trincomalee,2011-08,42.90,28.77
Trincomalee,2011-09,43.00,29.15
Trincomalee,2011-10,346.10,27.06
Trincomalee,2011-11,282.00,26.07
